,id,transcription,file,len,OCEAN,scenario,seat,speaker,num_discourse
7357,"['GS', 'L03', '047', '0001']",저는 아이유 보아 펭수 박나래 이수근 이종석 김유정 노라조 오은영 한혜진 홍석천 조수미 나영석 박세리 설민석,29,16,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",GS,L03,47,1
7358,"['GS', 'L04', '048', '0005']",저는 1위가 박나래 2위가 이수근 3위가 박세리 4위가 아이유 5위가 보아 6위가 한혜진 7위가  나영석 8위가 노라조 9위가 오은영 10위가 펭수 11위가 조수미 12위가 김유정 13위가 이종석 14위가 홍석천 15위가 설민석 이라고 생각했습니다,29,33,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,5
7359,"['GS', 'L03', '047', '0002']",1위가 누구였죠?,29,2,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",GS,L03,47,2
7360,"['GS', 'L04', '048', '0006']",박나래 였습니다,29,2,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,6
7361,"['GS', 'L02', '046', '0002']",아이유 혹시 몇등하셨어요?,29,3,"[0.7708333333333333, 0.5833333333333334, 0.6666666666666666, 0.6041666666666666, 0.5208333333333334]",GS,L02,46,2
7362,"['GS', 'L04', '048', '0007']",4등이였습니다,29,1,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,7
7363,"['GS', 'L01', '045', '0008']",1위부터 해볼까요? 밑에서부터 시작할까요?,29,4,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,8
7364,"['GS', 'L04', '048', '0008']",대부분 다들 아이유를 1위로 뽑으셨네요,29,5,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,8
7365,"['GS', 'L01', '045', '0009']",네,29,1,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,9
7366,"['GS', 'L02', '046', '0003']",4번 분 빼고 다 아이유가 1위인데,29,6,"[0.7708333333333333, 0.5833333333333334, 0.6666666666666666, 0.6041666666666666, 0.5208333333333334]",GS,L02,46,3
7367,"['GS', 'L01', '045', '0010']",아이유가 1위. ,29,2,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,10
7368,"['GS', 'L01', '045', '0011']",근데 왜 아이유를 4등으로 넣으셨는지 궁금해요.,29,6,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,11
7369,"['GS', 'L04', '048', '0009']",저는 아무래도 지역 축제다 보니까 조금 연령대를 조금 높게 생각을 했던 것 같아요.,29,13,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,9
7370,"['GS', 'L04', '048', '0010']",그래서 관객 위치나 수익적인 면에서 어르신들 위주로 좀 생각을 했었어서 MC나 이런 진행적인 부분에서 인지도가 조금 높은 박나래나 이수근 쪽으로 전 연령이 많은 쪽으로 생각을 해서 좀 폭을 좀 많이 넓혀서 아이유가 4위가 됐던 것 같아요. ,29,36,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,10
7371,"['GS', 'L04', '048', '0011']",다른 분들은 왜 아이유가 1위 라고 생각을 하셨는지 알수있을까요? ,29,9,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,11
7372,"['GS', 'L01', '045', '0012']",저는 우선 아이유가 이제는 전 연령대가 알 만한 가수라고 생각을 했고 직업이 되게 다양하잖아요.,29,14,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,12
7373,"['GS', 'L01', '045', '0013']",PD도 있고 가수도 있고 MC도 있고 예능인들도 있고 되게 많은데 축제에 누가 온대 라고 했을 때 가수만큼 관객을 많이 끌어들일 수 있는 직업이 없다 라고 생각을 했거든요. 여기서는 ,29,28,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,13
7374,"['GS', 'L01', '045', '0014']",가장 메리트 있는 직업을 가진 가장 유명한 사람 그리고 이미지도 너무 좋고 많은 사람들이 아니까 아이유를 1등으로 뽑았습니다.,29,18,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,14
7375,"['GS', 'L02', '046', '0004']",저도 비슷한 맥락인데 아이유는 이제 남녀노소 다 아시는 분이니까 지역에서 행사를 한다고 했을 때 가족끼리도 올 수 있을 것 같고 그러면 어쨌든 수익이 좀 되게 극대화될 수 있을 거라고 생각을 해서 특정 연령을 타겟팅한 게 아니라 약간 모든 연령대가 다 같이 즐길 수 있는 축제가 될 수 있을 것 같아서 저도 아이유를 1등으로 한 것 같아요.,29,56,"[0.7708333333333333, 0.5833333333333334, 0.6666666666666666, 0.6041666666666666, 0.5208333333333334]",GS,L02,46,4
7376,"['GS', 'L03', '047', '0003']",저도 두 분 말씀처럼 일단은 고객 유치가 돼야지 수익이 올라온다고 생각을 해서 고객 유치를 누가 제일 잘할 수 있을까 싶었을 때 아무리 드는 비용이 많아도 아이유라고 생각이 들었거든요. ,29,28,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",GS,L03,47,3
7377,"['GS', 'L03', '047', '0004']",그리고 축제이기도 하고 축제했을 때 진짜 가수만큼 메리트 있는 사람이 없는 것 같아서 일단 유명인을 부르는 게 가장 우선이지 않나 싶어서 아이유로 했습니다. ,29,23,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",GS,L03,47,4
7378,"['GS', 'L03', '047', '0005']",어떻게 생각하시나요?,29,2,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",GS,L03,47,5
7379,"['GS', 'L04', '048', '0012']",네 그런데 생각을 해봤을 때 아이유 콘서트 티켓팅하는 것도 되게 힘들잖아요. 그래서 그런 거를 다 따져봤을 때 1위로 선정을 할만할 것 같다고 생각이 들었습니다.,29,24,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,12
7380,"['GS', 'L01', '045', '0015']",좋습니다. 아이유 1위로 적을게요. 2위 근데 저희가 시간이 지금 8분밖에 안 남은 거죠.,29,13,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,15
7381,"['GS', 'L04', '048', '0013']",그런것 같습니다 조금 빨리 빨리 진행해 볼까요? ,29,7,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,13
7382,"['GS', 'L03', '047', '0006']",네 그러면 빨리 빨리 해볼까요?,29,5,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",GS,L03,47,6
7383,"['GS', 'L03', '047', '0007']",2위 2위 누구 하셨죠?,29,4,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",GS,L03,47,7
7384,"['GS', 'L02', '046', '0005']",2위가 다 다르네요.,29,3,"[0.7708333333333333, 0.5833333333333334, 0.6666666666666666, 0.6041666666666666, 0.5208333333333334]",GS,L02,46,5
7385,"['GS', 'L01', '045', '0016']",오은영 보아 이수근 박나래 이렇게 있네요. 오은영 보아 이수근 박나래,29,10,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,16
7386,"['GS', 'L03', '047', '0008']",일단 저는 같은 맥락으로 축제는 가수만큼 메리트가 있는사람이 없는 것 같아서 그다음으로 생각한 사람이 보아 였어서 보아를 2위로 했어요.,29,19,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",GS,L03,47,8
7387,"['GS', 'L03', '047', '0009']",오래 활동하기도 했고 아는 노래가 전 연령대로 해서 많을 것 같아서  ,29,11,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",GS,L03,47,9
7388,"['GS', 'L04', '048', '0014']",근데 만약에 보아가 축제 온다고 했을 때 저도 안갈 것 같다고 생각이 들었어요.,29,13,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,14
7389,"['GS', 'L01', '045', '0017']",전 안 가요 전 안 가요.,29,6,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,17
7390,"['GS', 'L01', '045', '0018']",그래서 저는 박나래를 했는데 아이유 다음으로 뭔가 전 연령대와 잘 소통할 수 있으면서 파급력이 어느 정도 있는 사람이 누가 있을까 했을 때 박나래라고 생각을 했거든요.,29,25,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,18
7391,"['GS', 'L04', '048', '0015']",저도 같은 맥락으로  그래서 박나래 이수근 1~2위를 생각을 했었던거 거든요.,29,10,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,15
7392,"['GS', 'L02', '046', '0007']",저는 요즘 오은영 박사님이 대세여서 약간 막 예약을 못한다고 들어가지고 상담을 받을려면 그래서 지역 축제에 오면 한 번쯤은 가보지 않을까 이런 생각으로 2위를 했는데 박나래도,29,25,"[0.7708333333333333, 0.5833333333333334, 0.6666666666666666, 0.6041666666666666, 0.5208333333333334]",GS,L02,46,7
7393,"['GS', 'L01', '045', '0019']",그렇죠 그렇죠.,29,2,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,19
7394,"['GS', 'L04', '048', '0016']",그러면 박나래로 할까요?,29,3,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,16
7395,"['GS', 'L03', '047', '0010']",네 저도 박나래,29,3,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",GS,L03,47,10
7396,"['GS', 'L01', '045', '0020']",좋습니다. ,29,1,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,20
7397,"['GS', 'L01', '045', '0021']",3위 3위가 나영석 또 펭수 펭수 박세리 그다음에 오은영 이렇게 있네요. ,29,11,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,21
7398,"['GS', 'L01', '045', '0022']",나영석 펭수 박세리 오은영 어렵네요. 여기,29,6,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,22
7399,"['GS', 'L04', '048', '0017']",남은 인원들을 봤을 때 만약에 박나래랑 약간 비슷한 그런 인지도를 가지고 있는 사람이 누구라고 생각을 하세요? 여러분들은?,29,17,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,17
7400,"['GS', 'L01', '045', '0023']",인지도로만 따졌을 때요?  ,29,3,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,23
7401,"['GS', 'L04', '048', '0018']",축제를 딱 했을때 그만한 MC재미를 가지고 있고,29,7,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,18
7402,"['GS', 'L03', '047', '0011']",이수근?,29,1,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",GS,L03,47,11
7403,"['GS', 'L01', '045', '0024']",그렇죠 인지도로 따지면 이수근이 아마 제일 낫지 않을까,29,8,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,24
7404,"['GS', 'L04', '048', '0019']",그러면 3위를,29,2,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,19
7405,"['GS', 'L01', '045', '0025']",근데 인지도로만 따질 수는 없을 것 같은 게 물론 너무 유명하지만 이수근이 오면 가고 싶으세요?,29,15,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,25
7406,"['GS', 'L01', '045', '0026']",물론 어르신들이랑 되게 소통도 잘할 것 같고 그럴 것 같은데 젊은 층들이 과연 이수근을 지금 좋아하는가라고 물어봤을 때 저는 사실 잘 모르겠거든요.,29,22,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,26
7407,"['GS', 'L04', '048', '0020']",근데 이게 지금 어쨌든 간에 진행 순서잖아요.,29,7,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,20
7408,"['GS', 'L01', '045', '0027']",섭외 순위 네 네 섭외 순위,29,6,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,27
7409,"['GS', 'L04', '048', '0021']",섭외 순위 아 섭외 순위,29,5,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,21
7410,"['GS', 'L04', '048', '0022']",3위를 어떤 분으로 생각을 하시나요?,29,5,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,22
7411,"['GS', 'L01', '045', '0028']",저는 진행 능력이 약간 부족하더라도 오은영이나 아니면 나영석 박세리 다 괜찮을 것 같거든요. 보아도 괜찮을 것 같고 뭔가 이분들이 온다고 하면 더 갈 사람이 많을 거라는 이거는 물론 주관적인 저의 생각이긴 하지만 그렇게 느껴지네요. 저는,29,35,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,28
7412,"['GS', 'L04', '048', '0023']",저희 4분 남았기 때문에 조금 빠르게 진행해 볼까요?,29,8,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,23
7413,"['GS', 'L01', '045', '0029']",네 ,29,1,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,29
7414,"['GS', 'L03', '047', '0012']",한명씩 추천하는 인물을 이야기 해볼까요? 3위 생각하고 있는,29,8,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",GS,L03,47,12
7415,"['GS', 'L01', '045', '0030']",좋습니다.,29,1,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,30
7416,"['GS', 'L04', '048', '0024']",보아 아니면 이수근이라고 생각합니다.  ,29,4,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,24
7417,"['GS', 'L03', '047', '0013']",저도 보아 아니면 이수근,29,4,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",GS,L03,47,13
7418,"['GS', 'L01', '045', '0031']",저도 보아 오은영 하겠습니다.,29,4,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,31
7419,"['GS', 'L02', '046', '0008']",저도 보아 오은영,29,3,"[0.7708333333333333, 0.5833333333333334, 0.6666666666666666, 0.6041666666666666, 0.5208333333333334]",GS,L02,46,8
7420,"['GS', 'L01', '045', '0032']",그러면 보아로 합시다.,29,3,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,32
7421,"['GS', 'L04', '048', '0025']",그러면 보아로 갈게요 네,29,4,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,25
7422,"['GS', 'L03', '047', '0014']",그러면 보아로,29,2,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",GS,L03,47,14
7423,"['GS', 'L04', '048', '0026']",그러면 4위를 오은영 박세리 이수근 지금 계속 이름이 나왔던,29,9,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,26
7424,"['GS', 'L01', '045', '0033']",나오는 분들,29,2,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,33
7425,"['GS', 'L03', '047', '0015']",그러면 그냥 시간이 없으니까 바로 바로 4위를 누굴 생각하는지 이야기를 할까요?,29,11,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",GS,L03,47,15
7426,"['GS', 'L01', '045', '0034']",저는 오은영 박사님에 한 표를 던지겠습니다.,29,6,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,34
7427,"['GS', 'L04', '048', '0027']",저는 이수근에 한 표 던지겠습니다.,29,5,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,27
7428,"['GS', 'L02', '046', '0009']",저도,29,1,"[0.7708333333333333, 0.5833333333333334, 0.6666666666666666, 0.6041666666666666, 0.5208333333333334]",GS,L02,46,9
7429,"['GS', 'L03', '047', '0016']",저는 오은영 아니면 이수근인데 저는 이수근 일 것 같아요.,29,9,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",GS,L03,47,16
7430,"['GS', 'L02', '046', '0010']",그러면 2대2인데요?,29,2,"[0.7708333333333333, 0.5833333333333334, 0.6666666666666666, 0.6041666666666666, 0.5208333333333334]",GS,L02,46,10
7431,"['GS', 'L03', '047', '0017']",어떡하지 이수근,29,2,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",GS,L03,47,17
7432,"['GS', 'L03', '047', '0018']",근데 축제이기도 하고 진행적으로 봤을 때 이수근이 그래도 오 박사님은 연령대가 부모님 층이나 이런분들 아니면 잘 안올 것 같아서,29,19,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",GS,L03,47,18
7433,"['GS', 'L04', '048', '0028']",조금 더 재미를 계속 유치를 할 것 같아서 ,29,8,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,28
7434,"['GS', 'L02', '046', '0011']",전체적인 순위가,29,2,"[0.7708333333333333, 0.5833333333333334, 0.6666666666666666, 0.6041666666666666, 0.5208333333333334]",GS,L02,46,11
7435,"['GS', 'L01', '045', '0036']",그러면 이수근으로 할까요?,29,3,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,36
7436,"['GS', 'L04', '048', '0029']",네 그러면 5위를 오은영 박사님으로 ,29,5,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,29
7437,"['GS', 'L03', '047', '0019']",5위를 오은영박사님으로 ,29,2,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",GS,L03,47,19
7438,"['GS', 'L01', '045', '0037']",네 좋습니다.,29,2,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,37
7439,"['GS', 'L02', '046', '0012']",네 좋아요.,29,2,"[0.7708333333333333, 0.5833333333333334, 0.6666666666666666, 0.6041666666666666, 0.5208333333333334]",GS,L02,46,12
7440,"['GS', 'L04', '048', '0030']",그리고 6위를,29,2,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,30
7441,"['GS', 'L03', '047', '0020']",6위,29,1,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",GS,L03,47,20
7442,"['GS', 'L01', '045', '0038']",6위,29,1,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,38
7443,"['GS', 'L01', '045', '0039']",어떻게 좋을 것 같으세요? 한 사람씩 뱉어볼까요?,29,7,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,39
7444,"['GS', 'L04', '048', '0031']",솔직히 배우분들이 그렇게 큰 메리트가 있을까요?,29,6,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,31
7445,"['GS', 'L01', '045', '0040']",저는 진짜 안 올 것 같아요. 사람들,29,7,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,40
7446,"['GS', 'L04', '048', '0032']",네 저도 그렇게 생각하고,29,4,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,32
7447,"['GS', 'L04', '048', '0033']",나영석 PD 아니면 펭수는 어린친구들 박세리?,29,6,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,33
