OCEAN,instruction,transcription
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그냥 탕후루 축제하세요 딴데가서
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",이제 펭수와 함께하는 탕후루
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아까 연계형?
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아 펭수와 연계 플레이어? 펭수 모양 탕후루
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",오 이거 괜찮다 만들 수만 있다면은
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",(LAUGH)
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",(LAUGH)
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",근데 비싸게 팔아야 돼요 손이 많이 가니까
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그럼 뭘로 어떤 과일로 할거죠 그러면? 펭수 모양 할거면?
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",일단
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",샤인머스켓?
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",펭수가 흰색인가?
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",펭수가 검은색이죠 검정에다가 이제 그니까 겉에 하얀색에다가 검정에다가 눈알 눈 달려있고
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",하얀색 하얀색 하얀색 들어가있고
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",검정은 저기저기 그 뭐지 무슨 베리죠 이거?
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",스트로베리?
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아니 길다란거 있잖아요
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",이렇게 이렇게 긴거 이름 잘 모르겠어요
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",고거 넣고
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",음 좋아요 그럼 지역 특산물 판매는 뭘 팔면 좋을까요?
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",시간이 많이 남았어요 여러분 그래서 펭수도 걱정해야 하고
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",뭐 팔죠? 지역 특산물 판매할때
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",지역 특산물이라고 하면 여기가 어디에요?
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",어디 지역인지를
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",강원도 강원도?
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",여기는 이제 여기 속초 속초 속초 회 회회회 아 홍어 홍어 홍어
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",속초 속초?
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",속초인데 왜 홍어가 나오지 지금? 전혀 특산물이 아닌데?
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아님 속초면 속초 이제 속초에 그 유명한 데 있잖아요. 그 속초 속초 학생들이 만드는 기념품 속초 학생들
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",속초 뭐가 유명하죠?
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",속초 아 속초 어렵다 속초
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.","배 모양 탕후루, 속초가 이제 바다가 있으니까"
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",배?
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",탕후루에서 안나가 계속 탕후루
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",엄청 좋아하시나봐요 하루에 한 3개씩 드실꺼 같은데
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",(LAUGH)
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그러실거면 그냥 중국가서 사세요 중국가서 지역 특산물에 탕후루 팔아요
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",(LAUGH)
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",이게 그러면은 아우 야 이런 약간 이거 예전에 게임할 때 있었는데 타이쿤이라고 해가지고 뭔지 아시죠? 타이쿤 만드는 거였잖아요.
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아 맞아맞아 롤러스 코스터 타이쿤 주 타이쿤 막 이런거 동물원 막
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",롤러코스터 알죠 알죠? 롤러 코스터 롤러 스케이트 말고 아맞아요 저 그거 했었어요.
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",약간 저 이런 거 되게 좋아하거든요. 뭔가 경영하는 거 되게 좋아하거든요.
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",주타이쿤 하면 그거 울타리 허물면 나와서 잡아먹어요. 게임성이 그래요 실제로 어 어렸을때 호기심에
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",약간 되게 약간 되게 징그럽게 약간 되게 잔인한 거 좋아하시는 것 같은데 저도 그거 아세요?
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",저도 그거 롤러코스터하고 타이쿤 아세요? 그거 해본 적 있어요?
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",알죠알죠
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아니요 저는 기억이 잘 안나요
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",롤러코스터를 짓는 건데 시민들을 이렇게 집어가지고 물에 던져버려 이거 이거 딱 이게 이게 인터넷 보면 이렇게 막 누가 왔다 하잖아요 하면 사람을 클릭해요.
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",잔인한 게임이네요
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",클릭 하면 이제 가지고 있는 돈이 다 뜨거든요.
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",내가 신이에요 신
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그러니까 이제 그 사람이 누르면 그 사람이 가지고 있는 돈이 뜨는데 만약에 예를 들어서 100만 원이 있으면 이 사람이 어떤 가게를 가요? 그러면 가격에 물건을 100만 원 올려버리는 거예요
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그러면 이제 그럼 이제 집 가버려요. 빡쳐가지고 진짜 나중에 제가 이거 지을 테니까 오세요
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그러면 돈 다 써버려요
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",동서남북 다 탕후루 있을 겁니다 탕후루
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",근데 이게 화장실은 엄청 밀리겠네요. 화장실이 하나밖에 없어서 여자들은 줄을 엄청 서겠는데요
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",여기 남녀 공용 아니죠
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그런 건 잘 모르겠는데 화장실이 하나네요. 그러고보니까
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",싸우겠네. 그럼 길에다 지리겠는데요.  종이컵 하나 줘야 될 것 같은데
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",탕후루를 빼고 화장실을 짓죠
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",탕 탕후루를 탕후루와 함께하는 화장실 화장실 간판도 이제 탕후루와 함께하는 화장실 탕후르를 사면 탕후르를 사면 이제 화장실 먼저 들어가게 해주는거야 탕후루를 사면 우선 입장권 화장실을 우선 입장권
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",농담이에요 농담이에요 농담이에요 농담이에요 그냥 아무말이나 해봤어요 시간이 남아서
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그럼 이제 갑질이라고 인터넷에 올라오죠.
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",저희 시간대별 방문자수 이거 자료 있잖아요.
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",이것만 근데 활용 딱히 안 한 것 같은데 이거 근데 이걸로 생각할 수 있을 만한 게 있나요? 혹시 생각해 보신 거 있나요? 시간대별 저희 연령이랑 위치 이런건 다 했는데 이거 근데 뭔가 생각해봐도 잘 안돼
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",낮 시간대 많이 오시네
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",14시에 8시 8시면은
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",근데 축제 낮에 가도 밤에 가도 일단은 먹는게 일단은 먼저 이긴 하고
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",음 생각나는게 딱히 없어서 있으신가 해서
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",이게 14시 15시면은 와서 그냥 뭐 떡볶이 같은 라면 먹고 탕후루 먹고 그럼 되잖아요?
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그러게요 일단 시간대별 먹을게 생각나는게 저도 많지가 않은거 같아요
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그러네 그러니까요 간식 타임인가 14 16
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",사실 저 탕후루 한번 밖에 안 먹어봤어요
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",맛 없었어요.
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",(LAUGH)
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",안끝났어 안끝났어
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",맛있었어요?
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",되게 강렬했나 봐요. 그 한번의 기억이 한번의 기억이 되게 강렬하셔가지고
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아 맛이 없었어요
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",조만간 차리실라고
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아니 이게 탕후루가 왜냐하면 탕후루가 잘 팔린다고 하니까 내가 싫어하지만 탕후루는 좋아하진 않아요
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아 궁금해서 궁금해서
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",돈 때문에 놓는 거죠 돈 때문에 이거 맛있어요 하면 당연히 맛있어요 하면 되잖아요
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",저는 만약에 제가 만약에 여기 왔다 북쪽으로 왔어 그럼 탕후루는 쳐다보지도 않죠
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",음료수를 하나 커피를 하나 사서 츄러스랑 먹죠
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",이렇게 돌아다니다가 주류류로 가서 맥주 한 잔하고
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",맥주 한잔 하시겠네요?
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아까 탕후루 좋다고 하셨는데 갑자기 그러면은 제일 맛있는 게 저는 감튀예요. 감튀 좋아해 가지고
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",이상하게 축제에서 진로 상담도 하네요. 알차게 잘 꾸며졌어요
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",진로상담
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",되게 약간 되게 아 이거 주최 아 그니까 주최 교육부 교육부 이제 주관 주관 이제 주관 이제 교육청 교육부와 교육청
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",학생 상담부스에서 거기서
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",기업이 주최하는건가 유명기업이 주최하는거에요
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",(LAUGH)
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그런거 일수도 있어요 아 그러면 주류 안 받아주겠는데요 그러면?
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",근데 이게 상담으로 가려나 가려나 모르겠네 이거 여기까지 와서
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",또 이게 가끔씩 정말로 열정적인 학생들이 있을 수 있으니까
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",싸우다가 이제 그걸 보고 끌고 가는거지
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",상담 부스 이건 사실 빼야 돼요
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그러니까요 사실 필요없는데 여기에 화장실 하나 더 놔야 될 거 같은데?
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",빼야 돼요?
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",(LAUGH)
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",(LAUGH)
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",(LAUGH)
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아 그쵸 그쵸 그쵸
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",요새 저기 뭐야 핸드폰으로도 다 할 수 있어요
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",이거 빼고 화장실?
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",음 아 맞아요 그러긴 하네요 상담 뭐 이런 것들
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",뭘요?
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",상담 이거 고민을 어? 여기까지 가서 쉽게 이야기하지 못할거 같아
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",축제까지 가서 축제까지 가서 이제
